city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
Mexico City,2142-11-25,484,26.0,36.7,27.6,40.9,11.7,27,8,Urban,1072,2142,11,Nov,2142-11,0.75,Hazardous
Delhi,2142-11-26,123,27.4,28.1,34.9,54.1,23.7,86,4,Suburban,125,2142,11,Nov,2142-11,3.2,Unhealthy for Sensitive Groups
Mexico City,2142-11-27,232,10.8,44.3,24.6,44.4,-2.3,44,5,Suburban,999,2142,11,Nov,2142-11,0.5,Very Unhealthy
London,2142-11-28,445,29.1,35.2,24.7,54.0,18.5,26,11,Urban,1082,2142,11,Nov,2142-11,1.02,Hazardous
London,2142-11-29,289,9.3,71.5,29.1,26.9,15.3,63,4,Suburban,98,2142,11,Nov,2142-11,4.08,Very Unhealthy
Beijing,2142-11-30,305,31.7,48.0,24.9,37.1,13.2,34,6,Suburban,1064,2142,11,Nov,2142-11,0.56,Hazardous
Delhi,2142-12-01,95,26.6,21.7,35.5,34.9,-4.4,33,3,Suburban,295,2142,12,Dec,2142-12,1.02,Moderate
Cairo,2142-12-02,361,51.4,22.2,36.9,23.7,-3.8,21,8,Suburban,1223,2142,12,Dec,2142-12,0.65,Hazardous
Tokyo,2142-12-03,188,35.7,18.7,21.2,45.1,13.0,58,12,Urban,936,2142,12,Dec,2142-12,1.28,Unhealthy
Beijing,2142-12-04,243,43.6,75.0,45.3,25.6,14.3,48,6,Urban,1325,2142,12,Dec,2142-12,0.45,Very Unhealthy
Tokyo,2142-12-05,199,24.3,24.5,26.4,24.2,15.1,71,11,Urban,1953,2142,12,Dec,2142-12,0.56,Unhealthy
Tokyo,2142-12-06,477,21.2,53.7,13.4,12.9,27.8,71,12,Urban,1937,2142,12,Dec,2142-12,0.62,Hazardous
Beijing,2142-12-07,70,13.4,40.0,20.6,32.6,14.6,34,7,Rural,1639,2142,12,Dec,2142-12,0.43,Moderate
Beijing,2142-12-08,309,19.7,32.0,15.1,68.6,23.0,83,3,Rural,850,2142,12,Dec,2142-12,0.35,Hazardous
Tokyo,2142-12-09,68,44.3,52.3,25.7,43.3,23.9,40,12,Urban,242,2142,12,Dec,2142-12,4.96,Moderate
Los Angeles,2142-12-10,36,27.8,50.5,36.0,37.1,2.3,35,7,Suburban,1386,2142,12,Dec,2142-12,0.51,Good
Mexico City,2142-12-11,79,47.9,49.7,14.9,40.6,34.2,91,14,Urban,1349,2142,12,Dec,2142-12,1.04,Moderate
Cairo,2142-12-12,32,19.8,85.4,13.9,28.6,8.4,46,7,Urban,1107,2142,12,Dec,2142-12,0.63,Good
London,2142-12-13,326,8.0,71.6,25.0,42.1,-1.6,67,7,Urban,998,2142,12,Dec,2142-12,0.7,Hazardous
Delhi,2142-12-14,314,43.6,43.6,38.4,34.9,-3.8,41,10,Urban,977,2142,12,Dec,2142-12,1.02,Hazardous
Beijing,2142-12-15,458,22.4,35.3,38.8,28.1,16.4,54,5,Suburban,1971,2142,12,Dec,2142-12,0.25,Hazardous
Tokyo,2142-12-16,182,43.1,39.7,34.1,44.8,0.8,66,7,Urban,1130,2142,12,Dec,2142-12,0.62,Unhealthy
Delhi,2142-12-17,380,15.6,25.9,42.1,36.6,-4.0,60,5,Urban,397,2142,12,Dec,2142-12,1.26,Hazardous
Delhi,2142-12-18,87,45.5,52.9,43.9,44.5,15.7,70,9,Urban,1909,2142,12,Dec,2142-12,0.47,Moderate
London,2142-12-19,159,11.6,15.1,33.5,33.9,17.3,90,3,Urban,432,2142,12,Dec,2142-12,0.69,Unhealthy
Los Angeles,2142-12-20,162,28.4,36.8,14.1,60.0,28.7,56,11,Urban,769,2142,12,Dec,2142-12,1.43,Unhealthy
Delhi,2142-12-21,469,4.6,22.1,30.0,41.1,28.6,32,4,Suburban,1278,2142,12,Dec,2142-12,0.31,Hazardous
Delhi,2142-12-22,484,45.2,36.4,17.6,40.0,21.8,64,8,Urban,1587,2142,12,Dec,2142-12,0.5,Hazardous
London,2142-12-23,416,13.0,43.6,24.8,36.5,15.4,48,12,Rural,1576,2142,12,Dec,2142-12,0.76,Hazardous
Delhi,2142-12-24,134,31.6,26.4,37.2,52.7,24.8,22,6,Suburban,733,2142,12,Dec,2142-12,0.82,Unhealthy for Sensitive Groups
Delhi,2142-12-25,297,57.1,48.5,27.4,35.3,14.3,84,4,Rural,1780,2142,12,Dec,2142-12,0.22,Very Unhealthy
Tokyo,2142-12-26,411,13.4,77.4,26.2,32.8,-3.8,87,3,Urban,258,2142,12,Dec,2142-12,1.16,Hazardous
London,2142-12-27,395,41.0,86.2,17.6,41.6,6.9,53,12,Suburban,775,2142,12,Dec,2142-12,1.55,Hazardous
Beijing,2142-12-28,170,35.1,39.5,16.6,34.1,9.4,81,7,Suburban,1863,2142,12,Dec,2142-12,0.38,Unhealthy
Mexico City,2142-12-29,10,41.3,35.3,45.5,35.2,22.2,63,9,Suburban,1134,2142,12,Dec,2142-12,0.79,Good
Beijing,2142-12-30,54,28.9,65.2,25.0,43.4,20.2,75,5,Suburban,409,2142,12,Dec,2142-12,1.22,Moderate
Delhi,2142-12-31,357,33.9,29.3,18.5,40.0,1.1,76,5,Suburban,448,2142,12,Dec,2142-12,1.12,Hazardous
São Paulo,2143-01-01,132,24.0,33.2,25.4,24.6,30.3,79,4,Urban,1612,2143,1,Jan,2143-01,0.25,Unhealthy for Sensitive Groups
Beijing,2143-01-02,489,42.5,61.0,37.5,50.5,36.2,86,9,Rural,1592,2143,1,Jan,2143-01,0.57,Hazardous
Mexico City,2143-01-03,130,36.5,51.1,34.6,45.1,38.4,50,9,Urban,541,2143,1,Jan,2143-01,1.66,Unhealthy for Sensitive Groups
Beijing,2143-01-04,428,49.4,67.2,45.6,53.3,17.8,64,12,Urban,522,2143,1,Jan,2143-01,2.3,Hazardous
Beijing,2143-01-05,468,12.2,55.1,45.1,47.6,8.0,47,7,Urban,1800,2143,1,Jan,2143-01,0.39,Hazardous
Delhi,2143-01-06,141,37.1,75.6,11.6,50.0,35.3,52,12,Urban,1178,2143,1,Jan,2143-01,1.02,Unhealthy for Sensitive Groups
Beijing,2143-01-07,68,36.8,48.7,27.5,52.4,-4.7,22,10,Urban,1968,2143,1,Jan,2143-01,0.51,Moderate
Mexico City,2143-01-08,420,22.1,69.7,44.8,42.2,37.6,20,2,Suburban,966,2143,1,Jan,2143-01,0.21,Hazardous
London,2143-01-09,139,40.5,71.0,45.9,22.2,6.1,28,10,Urban,1460,2143,1,Jan,2143-01,0.68,Unhealthy for Sensitive Groups
London,2143-01-10,58,41.6,73.7,27.8,52.5,2.3,30,9,Urban,596,2143,1,Jan,2143-01,1.51,Moderate
Delhi,2143-01-11,262,23.4,48.3,34.1,41.9,6.7,59,2,Suburban,1527,2143,1,Jan,2143-01,0.13,Very Unhealthy
Beijing,2143-01-12,252,39.3,55.1,28.9,63.6,22.6,20,4,Suburban,1924,2143,1,Jan,2143-01,0.21,Very Unhealthy
Beijing,2143-01-13,101,17.2,35.8,23.9,39.9,13.1,35,9,Urban,1861,2143,1,Jan,2143-01,0.48,Unhealthy for Sensitive Groups
Mexico City,2143-01-14,40,44.2,72.1,51.8,33.9,10.6,36,6,Urban,145,2143,1,Jan,2143-01,4.14,Good
Tokyo,2143-01-15,195,39.7,58.2,33.3,40.0,2.4,57,7,Urban,913,2143,1,Jan,2143-01,0.77,Unhealthy
Los Angeles,2143-01-16,145,57.3,50.1,21.2,59.0,5.9,89,1,Rural,518,2143,1,Jan,2143-01,0.19,Unhealthy for Sensitive Groups
Beijing,2143-01-17,76,46.6,40.8,25.6,31.8,36.9,21,12,Urban,780,2143,1,Jan,2143-01,1.54,Moderate
Los Angeles,2143-01-18,477,70.3,96.3,30.9,34.7,20.0,27,10,Rural,632,2143,1,Jan,2143-01,1.58,Hazardous
Delhi,2143-01-19,295,46.0,73.8,19.6,46.0,-2.8,87,7,Urban,835,2143,1,Jan,2143-01,0.84,Very Unhealthy
Delhi,2143-01-20,145,34.7,46.9,37.9,56.7,2.1,30,8,Rural,1386,2143,1,Jan,2143-01,0.58,Unhealthy for Sensitive Groups
Delhi,2143-01-21,166,25.3,76.6,21.6,41.2,13.5,88,10,Urban,1596,2143,1,Jan,2143-01,0.63,Unhealthy
Beijing,2143-01-22,187,29.2,65.9,32.6,33.7,39.2,44,5,Suburban,1548,2143,1,Jan,2143-01,0.32,Unhealthy
Beijing,2143-01-23,288,60.5,68.7,31.1,61.1,8.9,53,14,Rural,556,2143,1,Jan,2143-01,2.52,Very Unhealthy
Beijing,2143-01-24,152,46.8,43.9,41.1,37.5,32.9,54,11,Urban,953,2143,1,Jan,2143-01,1.15,Unhealthy
Mexico City,2143-01-25,82,12.4,53.1,22.9,39.0,38.7,66,1,Urban,1977,2143,1,Jan,2143-01,0.05,Moderate
Delhi,2143-01-26,321,63.9,47.0,31.2,47.0,20.2,32,8,Urban,1265,2143,1,Jan,2143-01,0.63,Hazardous
Beijing,2143-01-27,413,57.1,5.1,16.9,31.3,10.9,31,9,Urban,1815,2143,1,Jan,2143-01,0.5,Hazardous
Delhi,2143-01-28,166,22.3,70.2,50.4,32.4,0.8,62,6,Urban,1511,2143,1,Jan,2143-01,0.4,Unhealthy
Beijing,2143-01-29,298,24.2,53.7,27.8,40.6,15.4,65,12,Suburban,531,2143,1,Jan,2143-01,2.26,Very Unhealthy
Beijing,2143-01-30,243,37.1,62.0,36.5,39.6,29.4,53,11,Urban,218,2143,1,Jan,2143-01,5.05,Very Unhealthy
Delhi,2143-01-31,54,37.5,32.7,23.1,21.2,0.9,56,8,Urban,1598,2143,1,Jan,2143-01,0.5,Moderate
Beijing,2143-02-01,388,58.6,45.4,21.3,39.6,38.6,69,6,Urban,752,2143,2,Feb,2143-02,0.8,Hazardous
Los Angeles,2143-02-02,225,48.5,15.4,21.6,36.3,-4.3,42,10,Suburban,945,2143,2,Feb,2143-02,1.06,Very Unhealthy
Delhi,2143-02-03,225,35.0,76.3,26.4,39.8,29.1,46,6,Urban,1779,2143,2,Feb,2143-02,0.34,Very Unhealthy
Los Angeles,2143-02-04,468,28.0,51.9,20.0,47.0,-2.0,23,6,Urban,1705,2143,2,Feb,2143-02,0.35,Hazardous
Delhi,2143-02-05,166,0.8,35.4,19.7,48.7,10.5,61,7,Urban,1389,2143,2,Feb,2143-02,0.5,Unhealthy
Los Angeles,2143-02-06,196,23.2,60.8,25.4,40.1,2.6,32,7,Urban,558,2143,2,Feb,2143-02,1.25,Unhealthy
Delhi,2143-02-07,162,50.6,28.1,39.7,47.6,4.5,33,10,Urban,1213,2143,2,Feb,2143-02,0.82,Unhealthy
Cairo,2143-02-08,407,46.1,83.3,15.5,42.5,28.7,40,5,Suburban,1110,2143,2,Feb,2143-02,0.45,Hazardous
Delhi,2143-02-09,226,36.5,37.7,19.0,44.9,3.9,50,10,Suburban,381,2143,2,Feb,2143-02,2.62,Very Unhealthy
São Paulo,2143-02-10,156,38.5,26.7,13.3,34.5,0.6,32,7,Urban,1597,2143,2,Feb,2143-02,0.44,Unhealthy
Delhi,2143-02-11,111,23.9,57.3,6.1,26.5,8.5,56,6,Urban,838,2143,2,Feb,2143-02,0.72,Unhealthy for Sensitive Groups
Los Angeles,2143-02-12,58,8.0,48.0,33.0,36.2,28.6,20,0,Urban,250,2143,2,Feb,2143-02,0.0,Moderate
Beijing,2143-02-13,275,48.2,44.0,28.9,22.9,9.9,38,11,Urban,599,2143,2,Feb,2143-02,1.84,Very Unhealthy
Delhi,2143-02-14,419,1.5,42.3,16.2,20.6,17.7,88,1,Urban,1715,2143,2,Feb,2143-02,0.06,Hazardous
Delhi,2143-02-15,427,43.3,74.0,45.3,42.2,37.2,30,12,Urban,1930,2143,2,Feb,2143-02,0.62,Hazardous
Delhi,2143-02-16,17,64.4,45.9,37.2,34.5,20.3,31,13,Suburban,1391,2143,2,Feb,2143-02,0.93,Good
Beijing,2143-02-17,282,15.8,55.8,26.9,41.3,16.1,65,0,Urban,641,2143,2,Feb,2143-02,0.0,Very Unhealthy
Mexico City,2143-02-18,469,35.1,25.3,19.7,15.7,25.9,26,11,Urban,1875,2143,2,Feb,2143-02,0.59,Hazardous
Beijing,2143-02-19,108,22.9,47.6,33.9,39.1,17.1,36,8,Suburban,480,2143,2,Feb,2143-02,1.67,Unhealthy for Sensitive Groups
Mexico City,2143-02-20,447,16.4,67.3,15.6,41.9,8.5,23,11,Rural,1963,2143,2,Feb,2143-02,0.56,Hazardous
Delhi,2143-02-21,392,11.4,61.7,25.6,49.1,29.3,35,2,Suburban,227,2143,2,Feb,2143-02,0.88,Hazardous
Mexico City,2143-02-22,402,23.0,60.3,38.1,42.1,19.2,53,6,Suburban,1216,2143,2,Feb,2143-02,0.49,Hazardous
Los Angeles,2143-02-23,192,45.0,50.2,15.1,33.8,17.8,59,6,Suburban,619,2143,2,Feb,2143-02,0.97,Unhealthy
Delhi,2143-02-24,68,38.3,59.8,13.4,23.7,-2.5,51,3,Suburban,1230,2143,2,Feb,2143-02,0.24,Moderate
Los Angeles,2143-02-25,8,24.2,60.2,25.6,55.7,15.6,34,11,Suburban,1559,2143,2,Feb,2143-02,0.71,Good
Delhi,2143-02-26,406,47.4,81.7,27.1,43.5,30.2,35,5,Urban,1078,2143,2,Feb,2143-02,0.46,Hazardous
Beijing,2143-02-27,482,38.5,59.8,33.6,27.2,3.9,83,12,Rural,854,2143,2,Feb,2143-02,1.41,Hazardous
London,2143-02-28,461,54.3,41.9,47.8,17.8,33.1,81,2,Suburban,1113,2143,2,Feb,2143-02,0.18,Hazardous
Mexico City,2143-03-01,74,51.6,75.9,26.1,35.9,32.1,91,12,Urban,1373,2143,3,Mar,2143-03,0.87,Moderate
Beijing,2143-03-02,26,29.6,39.6,36.9,46.2,-1.2,90,11,Suburban,864,2143,3,Mar,2143-03,1.27,Good
Beijing,2143-03-03,220,48.5,40.5,19.2,28.1,15.0,51,10,Suburban,1085,2143,3,Mar,2143-03,0.92,Very Unhealthy
Mexico City,2143-03-04,432,26.6,46.7,40.8,40.4,12.9,32,5,Suburban,1086,2143,3,Mar,2143-03,0.46,Hazardous
Beijing,2143-03-05,349,19.1,55.3,48.4,41.5,26.8,52,4,Urban,1518,2143,3,Mar,2143-03,0.26,Hazardous
Cairo,2143-03-06,441,31.8,61.4,39.8,32.1,35.8,29,7,Urban,1603,2143,3,Mar,2143-03,0.44,Hazardous
London,2143-03-07,51,38.9,44.4,31.5,17.8,22.7,58,13,Suburban,226,2143,3,Mar,2143-03,5.75,Moderate
Delhi,2143-03-08,47,33.7,11.9,27.3,63.0,20.4,40,5,Urban,1319,2143,3,Mar,2143-03,0.38,Good
Beijing,2143-03-09,63,33.4,53.5,8.1,60.9,4.0,20,13,Urban,1175,2143,3,Mar,2143-03,1.11,Moderate
Mexico City,2143-03-10,309,42.4,73.2,27.2,30.3,1.7,21,9,Suburban,392,2143,3,Mar,2143-03,2.3,Hazardous
Los Angeles,2143-03-11,458,11.8,8.7,13.2,48.0,23.5,84,6,Suburban,858,2143,3,Mar,2143-03,0.7,Hazardous
Delhi,2143-03-12,408,47.2,23.0,26.1,44.8,32.0,90,8,Rural,355,2143,3,Mar,2143-03,2.25,Hazardous
London,2143-03-13,150,40.1,59.2,34.4,25.1,23.7,48,11,Rural,1466,2143,3,Mar,2143-03,0.75,Unhealthy for Sensitive Groups
Mexico City,2143-03-14,6,33.8,43.3,32.0,11.7,13.4,80,5,Rural,816,2143,3,Mar,2143-03,0.61,Good
Delhi,2143-03-15,315,68.1,48.0,11.9,55.3,-2.8,37,16,Urban,1205,2143,3,Mar,2143-03,1.33,Hazardous
Delhi,2143-03-16,152,33.7,26.9,32.3,59.2,-2.5,69,8,Urban,1904,2143,3,Mar,2143-03,0.42,Unhealthy
Mexico City,2143-03-17,435,13.8,1.0,26.2,41.2,-2.7,21,3,Suburban,380,2143,3,Mar,2143-03,0.79,Hazardous
Los Angeles,2143-03-18,493,12.1,31.0,23.8,25.2,18.4,30,10,Suburban,966,2143,3,Mar,2143-03,1.04,Hazardous
Beijing,2143-03-19,132,51.8,34.7,44.8,57.4,9.2,28,10,Urban,1114,2143,3,Mar,2143-03,0.9,Unhealthy for Sensitive Groups
Delhi,2143-03-20,108,26.5,28.8,22.4,36.8,-2.0,92,2,Urban,218,2143,3,Mar,2143-03,0.92,Unhealthy for Sensitive Groups
Delhi,2143-03-21,460,39.9,85.9,26.0,49.1,38.9,84,6,Rural,1349,2143,3,Mar,2143-03,0.44,Hazardous
Beijing,2143-03-22,81,57.8,67.6,17.2,46.4,6.2,52,17,Urban,1742,2143,3,Mar,2143-03,0.98,Moderate
Mexico City,2143-03-23,82,55.7,66.7,40.7,33.2,-3.3,70,15,Suburban,1244,2143,3,Mar,2143-03,1.21,Moderate
Delhi,2143-03-24,492,34.2,30.3,37.2,40.2,8.4,93,13,Urban,186,2143,3,Mar,2143-03,6.99,Hazardous
Los Angeles,2143-03-25,360,43.1,59.4,35.1,23.8,31.8,54,13,Urban,1431,2143,3,Mar,2143-03,0.91,Hazardous
Delhi,2143-03-26,121,25.2,68.2,42.0,52.6,-2.3,63,1,Urban,230,2143,3,Mar,2143-03,0.43,Unhealthy for Sensitive Groups
London,2143-03-27,114,40.0,38.4,45.7,27.4,38.4,89,9,Urban,134,2143,3,Mar,2143-03,6.72,Unhealthy for Sensitive Groups
Tokyo,2143-03-28,329,29.6,43.3,24.3,34.3,11.5,84,7,Rural,314,2143,3,Mar,2143-03,2.23,Hazardous
Delhi,2143-03-29,351,20.7,84.9,28.5,35.8,26.9,78,5,Urban,1386,2143,3,Mar,2143-03,0.36,Hazardous
Tokyo,2143-03-30,384,31.1,38.4,23.0,31.6,31.5,67,9,Rural,1966,2143,3,Mar,2143-03,0.46,Hazardous
Los Angeles,2143-03-31,185,24.9,44.8,32.0,37.1,29.3,50,14,Suburban,84,2143,3,Mar,2143-03,16.67,Unhealthy
Tokyo,2143-04-01,3,31.5,74.5,19.1,36.5,35.5,82,0,Urban,1892,2143,4,Apr,2143-04,0.0,Good
Beijing,2143-04-02,39,28.1,45.6,37.1,29.0,-1.3,58,6,Suburban,1741,2143,4,Apr,2143-04,0.34,Good
London,2143-04-03,266,59.3,22.7,26.5,53.2,-3.0,65,12,Urban,207,2143,4,Apr,2143-04,5.8,Very Unhealthy
Beijing,2143-04-04,11,44.3,43.4,30.6,43.9,22.0,35,8,Rural,199,2143,4,Apr,2143-04,4.02,Good
Delhi,2143-04-05,28,38.3,55.2,32.9,55.8,9.4,69,10,Rural,843,2143,4,Apr,2143-04,1.19,Good
São Paulo,2143-04-06,180,37.7,18.2,32.1,46.4,13.6,92,11,Suburban,1469,2143,4,Apr,2143-04,0.75,Unhealthy
Tokyo,2143-04-07,445,52.1,49.4,10.0,38.8,-1.8,40,8,Suburban,276,2143,4,Apr,2143-04,2.9,Hazardous
Delhi,2143-04-08,316,2.8,26.5,45.6,37.1,22.8,90,5,Urban,922,2143,4,Apr,2143-04,0.54,Hazardous
Beijing,2143-04-09,98,19.2,57.6,13.6,49.4,6.8,68,5,Suburban,510,2143,4,Apr,2143-04,0.98,Moderate
São Paulo,2143-04-10,452,43.2,4.0,33.2,37.7,21.3,57,8,Suburban,543,2143,4,Apr,2143-04,1.47,Hazardous
Beijing,2143-04-11,403,14.1,41.7,15.7,47.5,6.6,92,4,Rural,1309,2143,4,Apr,2143-04,0.31,Hazardous
Beijing,2143-04-12,421,52.6,40.1,14.1,42.3,4.0,73,8,Urban,1589,2143,4,Apr,2143-04,0.5,Hazardous
Delhi,2143-04-13,6,52.9,45.7,23.1,38.8,18.5,86,7,Suburban,1785,2143,4,Apr,2143-04,0.39,Good
Beijing,2143-04-14,147,27.3,51.7,25.9,33.9,7.1,75,6,Urban,653,2143,4,Apr,2143-04,0.92,Unhealthy for Sensitive Groups
Beijing,2143-04-15,194,32.3,42.4,47.4,43.4,38.6,43,13,Suburban,1012,2143,4,Apr,2143-04,1.28,Unhealthy
Los Angeles,2143-04-16,127,33.3,87.9,34.6,44.3,25.9,93,7,Suburban,97,2143,4,Apr,2143-04,7.22,Unhealthy for Sensitive Groups
Beijing,2143-04-17,439,69.5,49.8,38.9,15.3,33.1,79,15,Urban,1564,2143,4,Apr,2143-04,0.96,Hazardous
Mexico City,2143-04-18,309,51.3,70.3,0.6,60.2,5.2,59,5,Suburban,195,2143,4,Apr,2143-04,2.56,Hazardous
Delhi,2143-04-19,467,33.2,57.2,39.8,32.9,27.2,37,6,Suburban,1358,2143,4,Apr,2143-04,0.44,Hazardous
Los Angeles,2143-04-20,90,28.3,69.2,36.8,34.6,-2.4,64,7,Urban,1964,2143,4,Apr,2143-04,0.36,Moderate
Delhi,2143-04-21,421,55.9,49.8,38.9,36.0,20.4,63,8,Suburban,506,2143,4,Apr,2143-04,1.58,Hazardous
Mexico City,2143-04-22,385,51.2,36.5,19.9,23.6,24.3,86,10,Suburban,622,2143,4,Apr,2143-04,1.61,Hazardous
London,2143-04-23,445,37.6,2.5,41.5,37.1,16.9,76,9,Suburban,545,2143,4,Apr,2143-04,1.65,Hazardous
Los Angeles,2143-04-24,46,50.6,37.6,42.6,53.3,-1.4,73,12,Suburban,1272,2143,4,Apr,2143-04,0.94,Good
Delhi,2143-04-25,184,34.5,63.4,41.6,60.0,-0.3,58,7,Urban,647,2143,4,Apr,2143-04,1.08,Unhealthy
London,2143-04-26,299,11.2,43.0,28.2,17.1,28.0,36,7,Urban,55,2143,4,Apr,2143-04,12.73,Very Unhealthy
Delhi,2143-04-27,353,34.6,52.4,40.7,56.2,18.0,36,7,Urban,1203,2143,4,Apr,2143-04,0.58,Hazardous
Delhi,2143-04-28,313,16.1,80.9,33.1,33.6,7.7,81,9,Urban,1682,2143,4,Apr,2143-04,0.54,Hazardous
London,2143-04-29,128,14.9,35.6,32.1,51.1,10.9,54,7,Urban,173,2143,4,Apr,2143-04,4.05,Unhealthy for Sensitive Groups
Delhi,2143-04-30,56,53.5,64.6,3.7,24.7,16.9,87,10,Urban,1253,2143,4,Apr,2143-04,0.8,Moderate
Beijing,2143-05-01,451,34.6,79.1,34.9,61.9,17.2,30,5,Suburban,526,2143,5,May,2143-05,0.95,Hazardous
Tokyo,2143-05-02,139,8.8,61.3,24.8,39.3,27.0,91,7,Urban,279,2143,5,May,2143-05,2.51,Unhealthy for Sensitive Groups
Delhi,2143-05-03,27,37.4,30.3,22.8,53.7,18.3,94,5,Urban,1988,2143,5,May,2143-05,0.25,Good
Los Angeles,2143-05-04,102,29.9,64.8,40.0,45.2,16.6,51,12,Suburban,471,2143,5,May,2143-05,2.55,Unhealthy for Sensitive Groups
Mexico City,2143-05-05,319,19.9,40.5,34.1,50.2,-1.6,59,3,Suburban,342,2143,5,May,2143-05,0.88,Hazardous
Beijing,2143-05-06,378,58.2,28.0,29.4,40.5,13.5,92,11,Urban,1312,2143,5,May,2143-05,0.84,Hazardous
Beijing,2143-05-07,166,28.1,11.9,55.1,54.8,27.1,33,9,Urban,1750,2143,5,May,2143-05,0.51,Unhealthy
Beijing,2143-05-08,317,0.5,71.3,33.6,52.8,18.2,70,4,Urban,1238,2143,5,May,2143-05,0.32,Hazardous
London,2143-05-09,170,43.1,16.5,35.7,26.3,5.7,69,9,Urban,675,2143,5,May,2143-05,1.33,Unhealthy
London,2143-05-10,22,23.7,50.8,30.9,58.5,21.8,45,7,Urban,1134,2143,5,May,2143-05,0.62,Good
Beijing,2143-05-11,353,47.4,47.0,26.8,29.7,-4.6,36,10,Urban,1436,2143,5,May,2143-05,0.7,Hazardous
Mexico City,2143-05-12,9,42.5,33.5,27.2,44.6,32.8,93,8,Urban,573,2143,5,May,2143-05,1.4,Good
Beijing,2143-05-13,88,13.5,61.3,18.4,40.4,-1.6,67,2,Urban,1077,2143,5,May,2143-05,0.19,Moderate
Los Angeles,2143-05-14,323,36.6,49.1,29.9,27.0,11.3,89,9,Suburban,1849,2143,5,May,2143-05,0.49,Hazardous
Delhi,2143-05-15,191,15.1,50.1,46.2,55.2,1.8,77,8,Urban,1554,2143,5,May,2143-05,0.51,Unhealthy
Beijing,2143-05-16,412,35.3,49.6,33.4,44.1,19.3,20,10,Urban,445,2143,5,May,2143-05,2.25,Hazardous
Beijing,2143-05-17,26,43.0,73.5,28.0,38.2,-4.4,41,8,Urban,819,2143,5,May,2143-05,0.98,Good
Mexico City,2143-05-18,270,40.8,87.5,19.1,25.4,29.3,91,8,Suburban,960,2143,5,May,2143-05,0.83,Very Unhealthy
Delhi,2143-05-19,486,50.0,73.2,23.1,22.6,7.8,22,17,Urban,298,2143,5,May,2143-05,5.7,Hazardous
Beijing,2143-05-20,140,31.2,56.9,19.6,49.9,26.4,48,6,Suburban,1780,2143,5,May,2143-05,0.34,Unhealthy for Sensitive Groups
Cairo,2143-05-21,299,48.0,65.9,29.3,47.8,30.3,87,5,Urban,365,2143,5,May,2143-05,1.37,Very Unhealthy
Delhi,2143-05-22,451,47.5,83.5,41.9,49.3,-0.8,42,9,Urban,956,2143,5,May,2143-05,0.94,Hazardous
Beijing,2143-05-23,74,22.3,42.9,32.0,39.7,13.4,49,9,Urban,974,2143,5,May,2143-05,0.92,Moderate
Delhi,2143-05-24,239,10.0,58.9,35.1,41.5,8.2,71,7,Urban,712,2143,5,May,2143-05,0.98,Very Unhealthy
Mexico City,2143-05-25,461,40.6,73.8,23.7,32.5,33.8,72,4,Urban,1914,2143,5,May,2143-05,0.21,Hazardous
Delhi,2143-05-26,392,42.5,37.8,39.6,52.2,37.4,30,11,Suburban,1178,2143,5,May,2143-05,0.93,Hazardous
Tokyo,2143-05-27,210,39.0,31.4,23.7,27.3,3.2,93,1,Urban,1634,2143,5,May,2143-05,0.06,Very Unhealthy
Beijing,2143-05-28,331,43.9,50.9,18.6,39.7,1.4,82,10,Urban,1095,2143,5,May,2143-05,0.91,Hazardous
Cairo,2143-05-29,374,43.3,6.8,55.2,40.1,30.9,67,8,Suburban,935,2143,5,May,2143-05,0.86,Hazardous
Delhi,2143-05-30,314,17.0,22.5,23.3,50.2,24.0,52,4,Suburban,751,2143,5,May,2143-05,0.53,Hazardous
London,2143-05-31,115,58.3,16.1,34.6,45.6,15.1,43,3,Urban,97,2143,5,May,2143-05,3.09,Unhealthy for Sensitive Groups
Delhi,2143-06-01,314,17.7,34.3,24.3,41.9,8.3,50,8,Suburban,891,2143,6,Jun,2143-06,0.9,Hazardous
Delhi,2143-06-02,322,19.4,46.2,45.2,53.9,32.3,57,9,Urban,334,2143,6,Jun,2143-06,2.69,Hazardous
Tokyo,2143-06-03,364,59.1,70.6,34.0,53.0,39.0,47,12,Suburban,1258,2143,6,Jun,2143-06,0.95,Hazardous
Beijing,2143-06-04,469,54.0,36.7,21.8,36.6,18.9,74,12,Urban,381,2143,6,Jun,2143-06,3.15,Hazardous
Mexico City,2143-06-05,394,39.5,78.2,22.7,38.3,38.6,28,12,Urban,444,2143,6,Jun,2143-06,2.7,Hazardous
Los Angeles,2143-06-06,114,45.7,24.8,40.5,55.8,4.9,92,13,Urban,509,2143,6,Jun,2143-06,2.55,Unhealthy for Sensitive Groups
Beijing,2143-06-07,234,14.3,58.2,10.3,10.7,18.3,54,6,Urban,1139,2143,6,Jun,2143-06,0.53,Very Unhealthy
Delhi,2143-06-08,11,38.5,57.3,25.8,20.0,14.6,71,3,Suburban,124,2143,6,Jun,2143-06,2.42,Good
Tokyo,2143-06-09,135,19.2,31.6,45.9,26.9,8.2,83,13,Urban,1897,2143,6,Jun,2143-06,0.69,Unhealthy for Sensitive Groups
Mexico City,2143-06-10,380,59.9,63.9,32.6,35.5,38.0,52,6,Suburban,1620,2143,6,Jun,2143-06,0.37,Hazardous
